Unnamed: 0_x,gender,dob,commune,created_at,modified_at,department,education_level,university,study_domain,current_employed,formal_sector_job,have_computer_home,internet_at_home,hear_AA_1,after_AA,quest_id,Commune_en,Commune_FR,Commune_Id,Departement,ADM1_PCODE,Unnamed: 0_y,key,values
145,male,26/02/1996,HT0113,2021-02-16,2021-02-16T17:57:54.429200Z,HT01,Bachelors (bacc +4),Centre de Techniques de Planification et d'Economie Appliquée (CTPEA),"['item2', 'item3']",Yes,Yes,No,Yes,Facebook,Improving my data analysis skills,9066abb9-ce95-11eb-af6a-7c67a234f601,Carrefour,Carrefour,HT0113,West,HT01,171,item3,Economics
146,female,28/02/1991,HT0113,2021-02-16,2021-02-16T23:40:28.554496Z,HT01,Bachelors (bacc +4),other,['other'],No,unknown,Yes,Yes,Bootcamp Alumni,Finding a job/internship,9066d2aa-ce95-11eb-b221-7c67a234f601,Carrefour,Carrefour,HT0113,West,HT01,172,other,other
147,male,13/10/1997,HT0113,2021-02-17,2021-02-17T00:45:00.561013Z,HT01,Bachelors (bacc +4),other,['item3'],No,unknown,Yes,No,Ayiti Analytics Website,Training to start my own company,9066d2ab-ce95-11eb-be67-7c67a234f601,Carrefour,Carrefour,HT0113,West,HT01,173,item3,Economics
148,male,23/09/1990,HT0113,2021-02-17,2021-02-17T02:49:45.203476Z,HT01,Bachelors (bacc +4),Université INUKA,['item1'],No,unknown,Yes,Yes,Facebook,Finding a job/internship,9066d2ac-ce95-11eb-8752-7c67a234f601,Carrefour,Carrefour,HT0113,West,HT01,174,item1,Computer Science
149,male,07/08/1995,HT0113,2021-02-17,2021-02-17T03:08:04.319774Z,HT01,Bachelors (bacc +4),other,['item1'],No,unknown,Yes,Yes,WhatsApp,Training to start my own company,9066d2ad-ce95-11eb-82c7-7c67a234f601,Carrefour,Carrefour,HT0113,West,HT01,175,item1,Computer Science
150,female,28/01/2000,HT0113,2021-02-17,2021-02-17T05:34:46.399324Z,HT01,High School (16 years),unknown,"['item6', 'item7']",No,unknown,Yes,Yes,WhatsApp,Improving my data analysis skills,9066faad-ce95-11eb-a4b7-7c67a234f601,Carrefour,Carrefour,HT0113,West,HT01,176,item6,Management
150,female,28/01/2000,HT0113,2021-02-17,2021-02-17T05:34:46.399324Z,HT01,High School (16 years),unknown,"['item6', 'item7']",No,unknown,Yes,Yes,WhatsApp,Improving my data analysis skills,9066faad-ce95-11eb-a4b7-7c67a234f601,Carrefour,Carrefour,HT0113,West,HT01,177,item7,Law
151,female,02/05/1995,HT0113,2021-02-17,2021-02-17T18:24:05.354579Z,HT01,Bachelors (bacc +4),Centre de Techniques de Planification et d'Economie Appliquée (CTPEA),"['item3', 'item2']",No,unknown,Yes,Yes,Bootcamp Alumni,Improving my data analysis skills,9066faae-ce95-11eb-9b99-7c67a234f601,Carrefour,Carrefour,HT0113,West,HT01,178,item3,Economics
151,female,02/05/1995,HT0113,2021-02-17,2021-02-17T18:24:05.354579Z,HT01,Bachelors (bacc +4),Centre de Techniques de Planification et d'Economie Appliquée (CTPEA),"['item3', 'item2']",No,unknown,Yes,Yes,Bootcamp Alumni,Improving my data analysis skills,9066faae-ce95-11eb-9b99-7c67a234f601,Carrefour,Carrefour,HT0113,West,HT01,179,item2,Statistics
152,male,04/03/2000,HT0113,2021-02-17,2021-02-17T21:40:53.098541Z,HT01,Other,unknown,['item1'],No,unknown,No,No,Facebook,Improving my data analysis skills,9066faaf-ce95-11eb-beb4-7c67a234f601,Carrefour,Carrefour,HT0113,West,HT01,180,item1,Computer Science
153,male,20/04/1996,HT0113,2021-02-17,2021-02-17T21:42:17.623624Z,HT01,Bachelors (bacc +4),Université d'Etat d'Haïti (UEH),"['item3', 'item6']",No,unknown,Yes,Yes,Friend,Improving my data analysis skills,9066fab0-ce95-11eb-ba75-7c67a234f601,Carrefour,Carrefour,HT0113,West,HT01,181,item3,Economics
153,male,20/04/1996,HT0113,2021-02-17,2021-02-17T21:42:17.623624Z,HT01,Bachelors (bacc +4),Université d'Etat d'Haïti (UEH),"['item3', 'item6']",No,unknown,Yes,Yes,Friend,Improving my data analysis skills,9066fab0-ce95-11eb-ba75-7c67a234f601,Carrefour,Carrefour,HT0113,West,HT01,182,item6,Management
154,female,,HT0113,2021-02-18,2021-02-18T15:55:37.861947Z,HT01,Bachelors (bacc +4),Université d'Etat d'Haïti (UEH),['other'],No,unknown,Yes,Yes,Facebook,Finding a job/internship,9066fab1-ce95-11eb-a4e2-7c67a234f601,Carrefour,Carrefour,HT0113,West,HT01,183,other,other
155,female,30/06/1992,HT0113,2021-02-18,2021-02-18T18:38:19.386332Z,HT01,Bachelors (bacc +4),Université d'Etat d'Haïti (UEH),['other'],No,unknown,Yes,Yes,Friend,Improving my data analysis skills,90672094-ce95-11eb-9bfe-7c67a234f601,Carrefour,Carrefour,HT0113,West,HT01,184,other,other
156,male,19/09/1995,HT0113,2021-02-19,2021-02-19T13:38:16.646058Z,HT01,Bachelors (bacc +4),other,['item1'],No,unknown,Yes,No,Friend,Training to start my own company,90672095-ce95-11eb-a84d-7c67a234f601,Carrefour,Carrefour,HT0113,West,HT01,185,item1,Computer Science
157,male,19/02/2000,HT0113,2021-02-22,2021-02-22T10:31:57.592770Z,HT01,Other,unknown,['item1'],No,unknown,Yes,Yes,WhatsApp,Improving my data analysis skills,90672096-ce95-11eb-9663-7c67a234f601,Carrefour,Carrefour,HT0113,West,HT01,186,item1,Computer Science
158,male,12/12/1988,HT0113,2021-02-22,2021-02-22T18:19:25.534707Z,HT01,Bachelors (bacc +4),Centre de Techniques de Planification et d'Economie Appliquée (CTPEA),['item3'],Yes,Yes,Yes,No,Bootcamp Alumni,Improving my data analysis skills,90672097-ce95-11eb-b73b-7c67a234f601,Carrefour,Carrefour,HT0113,West,HT01,187,item3,Economics
159,male,27/12/1993,HT0113,2021-02-24,2021-02-24T19:31:28.353768Z,HT01,Masters,Université d'Etat d'Haïti (UEH),['other'],No,unknown,Yes,Yes,Bootcamp Alumni,Improving my data analysis skills,90674789-ce95-11eb-ac21-7c67a234f601,Carrefour,Carrefour,HT0113,West,HT01,188,other,other
160,male,13/09/1990,HT0113,2021-02-25,2021-02-25T20:16:13.769427Z,HT01,Bachelors (bacc +4),other,['item1'],Yes,Yes,Yes,Yes,Facebook,Switching careers,9067478a-ce95-11eb-bc48-7c67a234f601,Carrefour,Carrefour,HT0113,West,HT01,189,item1,Computer Science
161,female,15/02/1995,HT0113,2021-02-26,2021-02-26T01:33:19.949628Z,HT01,Bachelors (bacc +4),Ecole Supérieure d'Infotronique d'Haïti (ESIH),['item1'],No,unknown,Yes,Yes,Ayiti Analytics Website,Training to start my own company,9067478b-ce95-11eb-aba9-7c67a234f601,Carrefour,Carrefour,HT0113,West,HT01,190,item1,Computer Science
162,male,14/01/1997,HT0113,2021-03-02,2021-03-02T18:38:54.971319Z,HT01,Bachelors (bacc +4),Université d'Etat d'Haïti (UEH),['other'],No,unknown,Yes,Yes,Friend,Improving my data analysis skills,9067478c-ce95-11eb-94f6-7c67a234f601,Carrefour,Carrefour,HT0113,West,HT01,191,other,other
163,male,22/10/1998,HT0113,2021-03-03,2021-03-03T01:28:33.196360Z,HT01,High School (16 years),unknown,['item1'],No,unknown,Yes,Yes,other,other,90676757-ce95-11eb-85fc-7c67a234f601,Carrefour,Carrefour,HT0113,West,HT01,192,item1,Computer Science
164,male,10/10/2000,HT0113,2021-03-03,2021-03-03T20:27:18.237128Z,HT01,High School (16 years),unknown,['item3'],No,unknown,Yes,Yes,Friend,Improving my data analysis skills,90677020-ce95-11eb-a2f6-7c67a234f601,Carrefour,Carrefour,HT0113,West,HT01,193,item3,Economics
165,male,25/09/1997,HT0114,2021-02-16,2021-02-16T16:40:06.301828Z,HT01,Bachelors (bacc +4),Ecole Supérieure d'Infotronique d'Haïti (ESIH),['item1'],No,unknown,Yes,Yes,ESIH,Improving my data analysis skills,90677021-ce95-11eb-a3f5-7c67a234f601,Petion-Ville,Pétion-Ville,HT0114,West,HT01,194,item1,Computer Science
166,male,26/06/1972,HT0114,2021-02-16,2021-02-16T17:18:30.784338Z,HT01,Masters,other,['other'],No,unknown,Yes,Yes,WhatsApp,Improving my data analysis skills,90677022-ce95-11eb-911c-7c67a234f601,Petion-Ville,Pétion-Ville,HT0114,West,HT01,195,other,other
167,male,21/10/1982,HT0114,2021-02-16,2021-02-16T17:31:27.713172Z,HT01,High School (16 years),unknown,['other'],Yes,Yes,Yes,Yes,Friend,Improving my data analysis skills,90677023-ce95-11eb-8bd4-7c67a234f601,Petion-Ville,Pétion-Ville,HT0114,West,HT01,196,other,other
168,male,16/10/1995,HT0114,2021-02-16,2021-02-16T17:33:06.303340Z,HT01,Bachelors (bacc +4),unknown,['item1'],Yes,Yes,Yes,Yes,Friend,Improving my data analysis skills,9067957a-ce95-11eb-aff1-7c67a234f601,Petion-Ville,Pétion-Ville,HT0114,West,HT01,197,item1,Computer Science
169,male,09/06/1997,HT0114,2021-02-16,2021-02-16T18:28:34.284139Z,HT01,Other,unknown,['other'],No,unknown,No,Yes,Ayiti Analytics Website,Improving my data analysis skills,9067957b-ce95-11eb-a3f9-7c67a234f601,Petion-Ville,Pétion-Ville,HT0114,West,HT01,198,other,other
170,male,22/04/1987,HT0114,2021-02-17,2021-02-17T07:00:34.144303Z,HT01,Bachelors (bacc +4),Quisqueya University,['item5'],unknown,unknown,Yes,Yes,Instagram,Switching careers,9067957c-ce95-11eb-9346-7c67a234f601,Petion-Ville,Pétion-Ville,HT0114,West,HT01,199,item5,Accounting
171,male,09/04/1992,HT0114,2021-02-17,2021-02-17T08:11:43.133441Z,HT01,Bachelors (bacc +4),Université d'Etat d'Haïti (UEH),['other'],Yes,Yes,No,Yes,Friend,Switching careers,9067957d-ce95-11eb-82b5-7c67a234f601,Petion-Ville,Pétion-Ville,HT0114,West,HT01,200,other,other
172,male,01/10/1990,HT0114,2021-02-17,2021-02-17T22:09:36.206678Z,HT01,Other,unknown,['item1'],No,unknown,Yes,Yes,WhatsApp,Mentorship,9067bc86-ce95-11eb-b97f-7c67a234f601,Petion-Ville,Pétion-Ville,HT0114,West,HT01,201,item1,Computer Science
173,male,11/05/1994,HT0114,2021-02-17,2021-02-17T22:47:37.396249Z,HT01,Bachelors (bacc +4),Ecole Supérieure d'Infotronique d'Haïti (ESIH),['item1'],No,unknown,Yes,Yes,ESIH,Improving my data analysis skills,9067bc87-ce95-11eb-977f-7c67a234f601,Petion-Ville,Pétion-Ville,HT0114,West,HT01,202,item1,Computer Science
174,male,18/12/1994,HT0114,2021-02-18,2021-02-18T15:25:41.487780Z,HT01,Bachelors (bacc +4),Université d'Etat d'Haïti (UEH),['other'],No,unknown,Yes,Yes,WhatsApp,Improving my data analysis skills,9067ce03-ce95-11eb-8fa0-7c67a234f601,Petion-Ville,Pétion-Ville,HT0114,West,HT01,203,other,other
175,male,28/05/1995,HT0114,2021-02-19,2021-02-19T02:49:42.320814Z,HT01,Other,unknown,['item1'],Yes,Yes,Yes,Yes,WhatsApp,Improving my data analysis skills,9067e4bf-ce95-11eb-afb1-7c67a234f601,Petion-Ville,Pétion-Ville,HT0114,West,HT01,204,item1,Computer Science
176,male,18/02/2021,HT0114,2021-02-19,2021-02-19T05:54:34.455255Z,HT01,Bachelors (bacc +4),other,['item1'],No,unknown,Yes,No,WhatsApp,Training to start my own company,9067e4c0-ce95-11eb-bebe-7c67a234f601,Petion-Ville,Pétion-Ville,HT0114,West,HT01,205,item1,Computer Science
177,male,21/10/1982,HT0114,2021-02-19,2021-02-19T08:58:54.366317Z,HT01,Bachelors (bacc +4),other,['item1'],No,unknown,Yes,Yes,other,Improving my data analysis skills,9067e4c1-ce95-11eb-b85a-7c67a234f601,Petion-Ville,Pétion-Ville,HT0114,West,HT01,206,item1,Computer Science
179,male,02/09/1997,HT0114,2021-02-20,2021-02-20T13:36:41.923830Z,HT01,High School (16 years),unknown,['item1'],Yes,Yes,No,Yes,WhatsApp,Training to start my own company,90680a69-ce95-11eb-ac13-7c67a234f601,Petion-Ville,Pétion-Ville,HT0114,West,HT01,207,item1,Computer Science
180,male,11/09/1995,HT0114,2021-02-21,2021-02-21T01:07:12.484707Z,HT01,Bachelors (bacc +4),Centre de Techniques de Planification et d'Economie Appliquée (CTPEA),['item2'],No,unknown,Yes,Yes,Friend,Improving my data analysis skills,90680a6a-ce95-11eb-bf44-7c67a234f601,Petion-Ville,Pétion-Ville,HT0114,West,HT01,208,item2,Statistics
181,male,25/07/1993,HT0114,2021-02-21,2021-02-21T01:10:49.631495Z,HT01,Bachelors (bacc +4),other,['item1'],No,unknown,Yes,Yes,Ayiti Analytics Website,Improving my data analysis skills,90680a6b-ce95-11eb-ad05-7c67a234f601,Petion-Ville,Pétion-Ville,HT0114,West,HT01,209,item1,Computer Science
182,female,14/11/1997,HT0114,2021-02-21,2021-02-21T12:55:21.558453Z,HT01,Bachelors (bacc +4),Université d'Etat d'Haïti (UEH),['item7'],No,unknown,Yes,Yes,Facebook,Mentorship,906836e2-ce95-11eb-b267-7c67a234f601,Petion-Ville,Pétion-Ville,HT0114,West,HT01,210,item7,Law
183,male,05/12/1996,HT0114,2021-02-21,2021-02-21T17:07:08.106830Z,HT01,Bachelors (bacc +4),Centre de Techniques de Planification et d'Economie Appliquée (CTPEA),"['item2', 'item3']",No,unknown,Yes,Yes,Facebook,Training to start my own company,90685b18-ce95-11eb-99e6-7c67a234f601,Petion-Ville,Pétion-Ville,HT0114,West,HT01,211,item2,Statistics
183,male,05/12/1996,HT0114,2021-02-21,2021-02-21T17:07:08.106830Z,HT01,Bachelors (bacc +4),Centre de Techniques de Planification et d'Economie Appliquée (CTPEA),"['item2', 'item3']",No,unknown,Yes,Yes,Facebook,Training to start my own company,90685b18-ce95-11eb-99e6-7c67a234f601,Petion-Ville,Pétion-Ville,HT0114,West,HT01,212,item3,Economics
184,male,24/04/1995,HT0114,2021-02-21,2021-02-21T17:43:26.893585Z,HT01,Bachelors (bacc +4),Ecole Supérieure d'Infotronique d'Haïti (ESIH),['item1'],No,unknown,Yes,Yes,Friend,Training to start my own company,90687faf-ce95-11eb-ba86-7c67a234f601,Petion-Ville,Pétion-Ville,HT0114,West,HT01,213,item1,Computer Science
185,male,30/09/1994,HT0114,2021-02-22,2021-02-22T17:17:19.920812Z,HT01,Bachelors (bacc +4),Université d'Etat d'Haïti (UEH),['item7'],No,unknown,Yes,Yes,WhatsApp,Switching careers,90687fb0-ce95-11eb-a8e5-7c67a234f601,Petion-Ville,Pétion-Ville,HT0114,West,HT01,214,item7,Law
186,female,10/01/1983,HT0114,2021-02-25,2021-02-25T15:10:49.724443Z,HT01,Other,unknown,['item1'],No,unknown,Yes,Yes,Ayiti Analytics Website,Improving my data analysis skills,9068a856-ce95-11eb-bbd6-7c67a234f601,Petion-Ville,Pétion-Ville,HT0114,West,HT01,215,item1,Computer Science
187,female,25/07/1993,HT0114,2021-02-26,2021-02-26T17:05:33.951514Z,HT01,Other,unknown,['item5'],No,unknown,Yes,No,Friend,Finding a job/internship,9068cd1e-ce95-11eb-a722-7c67a234f601,Petion-Ville,Pétion-Ville,HT0114,West,HT01,216,item5,Accounting
188,male,15/08/1994,HT0114,2021-02-26,2021-02-26T17:58:14.474099Z,HT01,Bachelors (bacc +4),other,['other'],No,unknown,No,Yes,Facebook,Finding a job/internship,9068cd1f-ce95-11eb-b712-7c67a234f601,Petion-Ville,Pétion-Ville,HT0114,West,HT01,217,other,other
189,male,11/10/1997,HT0114,2021-02-28,2021-02-28T11:04:45.987609Z,HT01,Bachelors (bacc +4),Centre de Techniques de Planification et d'Economie Appliquée (CTPEA),['item2'],No,unknown,Yes,Yes,Friend,Improving my data analysis skills,9068f405-ce95-11eb-b487-7c67a234f601,Petion-Ville,Pétion-Ville,HT0114,West,HT01,218,item2,Statistics
190,male,03/01/1991,HT0114,2021-03-02,2021-03-02T20:51:47.044029Z,HT01,Bachelors (bacc +4),Ecole Supérieure d'Infotronique d'Haïti (ESIH),['item1'],Yes,Yes,Yes,Yes,Facebook,Finding a job/internship,9068f406-ce95-11eb-8144-7c67a234f601,Petion-Ville,Pétion-Ville,HT0114,West,HT01,219,item1,Computer Science
191,male,20/06/1995,HT0114,2021-03-06,2021-03-06T02:02:51.896633Z,HT01,Bachelors (bacc +4),other,['item1'],No,unknown,Yes,Yes,Facebook,Improving my data analysis skills,9068f407-ce95-11eb-a25c-7c67a234f601,Petion-Ville,Pétion-Ville,HT0114,West,HT01,220,item1,Computer Science
192,female,10/10/1975,HT0114,2021-03-10,2021-03-10T22:14:04.886995Z,HT01,Bachelors (bacc +4),unknown,['item5'],No,unknown,Yes,unknown,Friend,Improving my data analysis skills,9068f408-ce95-11eb-9caf-7c67a234f601,Petion-Ville,Pétion-Ville,HT0114,West,HT01,221,item5,Accounting
193,male,12/12/1990,HT0114,2021-03-11,2021-03-11T13:37:53.514369Z,HT01,Bachelors (bacc +4),Université d'Etat d'Haïti (UEH),['item6'],No,unknown,Yes,No,WhatsApp,Improving my data analysis skills,9068f409-ce95-11eb-971f-7c67a234f601,Petion-Ville,Pétion-Ville,HT0114,West,HT01,222,item6,Management
194,male,,HT0131,2021-02-16,2021-02-16T17:08:47.869538Z,HT01,Bachelors (bacc +4),Université INUKA,['item1'],No,unknown,Yes,Yes,WhatsApp,Training to start my own company,90691afb-ce95-11eb-a4c3-7c67a234f601,Croix-Des-Bouquets,Croix-Des-Bouquets,HT0131,West,HT01,223,item1,Computer Science
195,male,16/05/1997,HT0131,2021-02-16,2021-02-16T18:00:27.393491Z,HT01,High School (16 years),unknown,['other'],No,unknown,Yes,Yes,Instagram,Finding a job/internship,90691afc-ce95-11eb-98d0-7c67a234f601,Croix-Des-Bouquets,Croix-Des-Bouquets,HT0131,West,HT01,224,other,other
196,male,20/01/1993,HT0131,2021-02-16,2021-02-16T21:05:32.642287Z,HT01,Bachelors (bacc +4),other,['item1'],No,unknown,Yes,Yes,Friend,Switching careers,90691afd-ce95-11eb-b77d-7c67a234f601,Croix-Des-Bouquets,Croix-Des-Bouquets,HT0131,West,HT01,225,item1,Computer Science
197,male,20/08/2000,HT0131,2021-02-17,2021-02-17T03:06:37.042188Z,HT01,High School (16 years),unknown,"['item1', 'item5']",No,unknown,Yes,Yes,ESIH,Training to start my own company,90691afe-ce95-11eb-bc64-7c67a234f601,Croix-Des-Bouquets,Croix-Des-Bouquets,HT0131,West,HT01,226,item1,Computer Science
197,male,20/08/2000,HT0131,2021-02-17,2021-02-17T03:06:37.042188Z,HT01,High School (16 years),unknown,"['item1', 'item5']",No,unknown,Yes,Yes,ESIH,Training to start my own company,90691afe-ce95-11eb-bc64-7c67a234f601,Croix-Des-Bouquets,Croix-Des-Bouquets,HT0131,West,HT01,227,item5,Accounting
198,male,24/10/1992,HT0131,2021-02-19,2021-02-19T23:07:18.188368Z,HT01,Bachelors (bacc +4),other,['item6'],No,unknown,Yes,Yes,Friend,Training to start my own company,90694207-ce95-11eb-b358-7c67a234f601,Croix-Des-Bouquets,Croix-Des-Bouquets,HT0131,West,HT01,228,item6,Management
199,male,01/12/1988,HT0131,2021-02-20,2021-02-20T15:03:34.162994Z,HT01,Other,unknown,['item1'],No,unknown,Yes,No,Facebook,Improving my data analysis skills,90694e10-ce95-11eb-b312-7c67a234f601,Croix-Des-Bouquets,Croix-Des-Bouquets,HT0131,West,HT01,229,item1,Computer Science
200,male,23/04/1993,HT0131,2021-02-24,2021-02-24T21:55:07.312710Z,HT01,Bachelors (bacc +4),Université d'Etat d'Haïti (UEH),['other'],No,unknown,Yes,Yes,Ayiti Analytics Website,Improving my data analysis skills,90694e11-ce95-11eb-838b-7c67a234f601,Croix-Des-Bouquets,Croix-Des-Bouquets,HT0131,West,HT01,230,other,other
201,male,27/06/1997,HT0131,2021-02-25,2021-02-25T23:23:17.756211Z,HT01,High School (16 years),unknown,['item1'],No,unknown,Yes,No,Friend,Finding a job/internship,90694e12-ce95-11eb-812d-7c67a234f601,Croix-Des-Bouquets,Croix-Des-Bouquets,HT0131,West,HT01,231,item1,Computer Science
202,male,19/11/1990,HT0131,2021-03-10,2021-03-10T15:16:55.721796Z,HT01,Other,unknown,['other'],No,unknown,Yes,Yes,Facebook,Finding a job/internship,90694e13-ce95-11eb-bb46-7c67a234f601,Croix-Des-Bouquets,Croix-Des-Bouquets,HT0131,West,HT01,232,other,other
203,male,18/05/1997,HT0131,2021-03-12,2021-03-12T18:32:38.443619Z,HT01,Masters,Université d'Etat d'Haïti (UEH),['other'],Yes,Yes,Yes,Yes,Friend,Improving my data analysis skills,906968f5-ce95-11eb-9e1a-7c67a234f601,Croix-Des-Bouquets,Croix-Des-Bouquets,HT0131,West,HT01,233,other,other
204,male,27/02/1993,HT0434,2021-02-16,2021-02-16T17:18:55.967151Z,HT04,Bachelors (bacc +4),Université d'Etat d'Haïti (UEH),['other'],No,unknown,Yes,Yes,WhatsApp,Improving my data analysis skills,9069789d-ce95-11eb-990c-7c67a234f601,Caracol,Caracol,HT0434,North-East,HT04,234,other,other
205,male,12/05/1995,HT0731,2021-02-16,2021-02-16T18:14:20.488546Z,HT07,Bachelors (bacc +4),Ecole Supérieure d'Infotronique d'Haïti (ESIH),"['item6', 'item1']",No,unknown,Yes,Yes,Friend,Training to start my own company,9069789e-ce95-11eb-883e-7c67a234f601,Aquin,Aquin,HT0731,South,HT07,235,item6,Management
205,male,12/05/1995,HT0731,2021-02-16,2021-02-16T18:14:20.488546Z,HT07,Bachelors (bacc +4),Ecole Supérieure d'Infotronique d'Haïti (ESIH),"['item6', 'item1']",No,unknown,Yes,Yes,Friend,Training to start my own company,9069789e-ce95-11eb-883e-7c67a234f601,Aquin,Aquin,HT0731,South,HT07,236,item1,Computer Science
206,male,05/11/1996,HT0211,2021-02-16,2021-02-16T19:40:36.954500Z,HT02,High School (16 years),unknown,"['item2', 'item3', 'other']",No,unknown,Yes,Yes,Friend,Training to start my own company,9069789f-ce95-11eb-9788-7c67a234f601,Jacmel,Jacmel,HT0211,South-East,HT02,237,item2,Statistics
206,male,05/11/1996,HT0211,2021-02-16,2021-02-16T19:40:36.954500Z,HT02,High School (16 years),unknown,"['item2', 'item3', 'other']",No,unknown,Yes,Yes,Friend,Training to start my own company,9069789f-ce95-11eb-9788-7c67a234f601,Jacmel,Jacmel,HT0211,South-East,HT02,238,item3,Economics
206,male,05/11/1996,HT0211,2021-02-16,2021-02-16T19:40:36.954500Z,HT02,High School (16 years),unknown,"['item2', 'item3', 'other']",No,unknown,Yes,Yes,Friend,Training to start my own company,9069789f-ce95-11eb-9788-7c67a234f601,Jacmel,Jacmel,HT0211,South-East,HT02,239,other,other
207,male,30/03/1999,HT0211,2021-02-19,2021-02-19T16:41:36.607378Z,HT02,Bachelors (bacc +4),other,['other'],No,unknown,Yes,Yes,Friend,Finding a job/internship,90698fe9-ce95-11eb-a607-7c67a234f601,Jacmel,Jacmel,HT0211,South-East,HT02,240,other,other
208,male,10/08/1997,HT0211,2021-02-19,2021-02-19T20:45:29.736297Z,HT02,Bachelors (bacc +4),other,['item1'],No,unknown,Yes,Yes,other,Training to start my own company,90698fea-ce95-11eb-ae89-7c67a234f601,Jacmel,Jacmel,HT0211,South-East,HT02,241,item1,Computer Science
209,female,22/01/2020,HT0711,2021-02-16,2021-02-16T20:03:39.432504Z,HT07,Other,unknown,['other'],No,unknown,No,No,WhatsApp,Improving my data analysis skills,9069a205-ce95-11eb-be5a-7c67a234f601,Les Cayes,Les Cayes,HT0711,South,HT07,242,other,other
210,female,05/08/2021,HT0117,2021-02-17,2021-02-17T14:12:06.298982Z,HT01,Other,unknown,['item1'],No,unknown,Yes,Yes,ESIH,Improving my data analysis skills,9069a206-ce95-11eb-9c6f-7c67a234f601,Cite Soleil,Cité Soleil,HT0117,West,HT01,243,item1,Computer Science
211,male,20/10/1992,HT0117,2021-02-18,2021-02-18T02:43:54.127637Z,HT01,Other,unknown,['item8'],No,unknown,Yes,Yes,WhatsApp,Improving my data analysis skills,9069a207-ce95-11eb-9148-7c67a234f601,Cite Soleil,Cité Soleil,HT0117,West,HT01,244,item8,Medicine
212,male,14/06/2000,HT0117,2021-03-01,2021-03-01T13:52:56.086484Z,HT01,Bachelors (bacc +4),Université INUKA,['item6'],Yes,No,Yes,Yes,WhatsApp,Mentorship,9069b6e0-ce95-11eb-9f22-7c67a234f601,Cite Soleil,Cité Soleil,HT0117,West,HT01,245,item6,Management
213,male,13/12/1994,HT0122,2021-02-17,2021-02-17T14:42:41.267263Z,HT01,High School (16 years),unknown,['item5'],No,unknown,Yes,Yes,WhatsApp,Switching careers,9069b6e1-ce95-11eb-8356-7c67a234f601,Petit-Goave,Petit-Goâve,HT0122,West,HT01,246,item5,Accounting
214,male,03/03/1992,HT0322,2021-02-17,2021-02-17T17:57:26.179559Z,HT03,Bachelors (bacc +4),unknown,['other'],No,unknown,No,No,Facebook,Improving my data analysis skills,9069cfab-ce95-11eb-97af-7c67a234f601,Plaine du Nord,Plaine du Nord,HT0322,North,HT03,247,other,other
215,male,18/07/1999,HT0121,2021-02-18,2021-02-18T15:39:20.543635Z,HT01,High School (16 years),unknown,['other'],No,unknown,Yes,No,Facebook,Training to start my own company,9069cfac-ce95-11eb-9487-7c67a234f601,Leogane,Léogâne,HT0121,West,HT01,248,other,other
216,male,31/10/1983,HT0121,2021-03-10,2021-03-10T20:44:57.468110Z,HT01,Bachelors (bacc +4),Université d'Etat d'Haïti (UEH),['item7'],Yes,No,Yes,Yes,LinkedIn,Improving my data analysis skills,9069ddd5-ce95-11eb-b041-7c67a234f601,Leogane,Léogâne,HT0121,West,HT01,249,item7,Law
217,male,18/11/1998,HT0542,2021-02-18,2021-02-18T16:58:05.948599Z,HT05,Other,unknown,['item6'],No,unknown,Yes,Yes,WhatsApp,Training to start my own company,9069ddd6-ce95-11eb-988c-7c67a234f601,Petite Riviere de l'Artibonite,Petite Rivière de l'Artibonite,HT0542,Artibonite,HT05,250,item6,Management
218,male,11/02/1991,HT0721,2021-02-19,2021-02-19T02:38:19.077569Z,HT07,Other,unknown,['other'],No,unknown,No,No,Friend,Improving my data analysis skills,9069ddd7-ce95-11eb-859c-7c67a234f601,Port-Salut,Port-Salut,HT0721,South,HT07,251,other,other
219,male,25/07/2021,HT0432,2021-02-19,2021-02-19T03:13:38.498903Z,HT04,Bachelors (bacc +4),other,['other'],No,unknown,Yes,Yes,Facebook,Finding a job/internship,9069ddd8-ce95-11eb-b0fb-7c67a234f601,Sainte Suzanne,Sainte Suzanne,HT0432,North-East,HT04,252,other,other
220,male,13/01/1981,HT0134,2021-02-19,2021-02-19T11:33:21.210644Z,HT01,Bachelors (bacc +4),Université INUKA,['item1'],No,unknown,Yes,Yes,Ayiti Analytics Website,Finding a job/internship,906a04c8-ce95-11eb-b468-7c67a234f601,Cornillon / Grand Bois,Cornillon / Grand Bois,HT0134,West,HT01,253,item1,Computer Science
221,male,,HT0443,2021-02-19,2021-02-19T15:31:45.053917Z,HT04,High School (16 years),unknown,['item3'],unknown,unknown,Yes,Yes,LinkedIn,Improving my data analysis skills,906a04c9-ce95-11eb-8f6a-7c67a234f601,Mombin Crochu,Mombin Crochu,HT0443,North-East,HT04,254,item3,Economics
222,male,07/06/1976,HT0116,2021-02-19,2021-02-19T17:21:00.071620Z,HT01,Bachelors (bacc +4),other,"['item1', 'item3']",Yes,Yes,Yes,No,WhatsApp,Mentorship,906a04ca-ce95-11eb-9b48-7c67a234f601,Gressier,Gressier,HT0116,West,HT01,255,item1,Computer Science
